evaluatee,Acc,F1,Brier,NLL,ECE,CP_AUROC,AURC,E-AURC,SAC@90,SAC@91,SAC@92,SAC@93,SAC@94,SAC@95,SAC@96,SAC@97,SAC@98,SAC@99,dataset_name,dataset_dir,teacher_fl_name,teacher_fl_path,teacher_fl_source,teacher_fs_name,teacher_fs_path,teacher_fs_source,student_name,student_path,student_source,distillation_method,duo_mode,temperature,epochs,lr,soft_target_loss_weight,use_multi_transform
student_pre,0.8408,0.8387341505429585,0.0002397626870821585,0.6607045205609534,0.03899349644780159,0.8539900741282551,0.04674765093309965,0.033341922236327114,0.8745052631578948,0.8484842105263158,0.8229473684210526,0.7927578947368421,0.7574105263157894,0.7105894736842105,0.6524421052631579,0.5278105263157895,0.16806315789473683,0.003473684210526316,imagenet,/localscratch/timz.64500602.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,3.0,3,0.0001,1.0,True
duo_teacher_pre,0.8436210526315789,0.8417174915054109,0.00023132363979373554,0.6267650320892028,0.02945333905518055,0.8650613064496829,0.0419799684813232,0.029058716808396952,0.8858105263157895,0.8607789473684211,0.833978947368421,0.8045473684210527,0.7732,0.7341894736842105,0.6823157894736842,0.6007157894736842,0.37766315789473687,0.015789473684210527,imagenet,/localscratch/timz.64500602.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,3.0,3,0.0001,1.0,True
teacher_fl_pre,0.8408,0.8387341505429585,0.0002397626870821585,0.6607045205609534,0.03899349644780159,0.8539900741282551,0.04674765093309965,0.033341922236327114,0.8745052631578948,0.8484842105263158,0.8229473684210526,0.7927578947368421,0.7574105263157894,0.7105894736842105,0.6524421052631579,0.5278105263157895,0.16806315789473683,0.003473684210526316,imagenet,/localscratch/timz.64500602.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,3.0,3,0.0001,1.0,True
teacher_fs_pre,0.7830526315789473,0.7804205517341752,0.00031037136388546016,0.8988367386454894,0.03454878553748131,0.8544433649871942,0.06757801678651985,0.04212808873440807,0.7519368421052631,0.7230526315789474,0.6942315789473684,0.6623578947368421,0.6182526315789474,0.5705894736842105,0.4902105263157895,0.35886315789473683,0.10901052631578947,0.0028,imagenet,/localscratch/timz.64500602.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,3.0,3,0.0001,1.0,True
student_post,0.8401052631578947,0.8380649395239737,0.00023861385605157426,0.6613474594044118,0.03661029785871506,0.8562906026236274,0.04619518840765781,0.032668696912673316,0.8762315789473685,0.848378947368421,0.8224631578947369,0.7932631578947369,0.755578947368421,0.7135789473684211,0.6557684210526316,0.5404842105263158,0.19513684210526316,0.0026947368421052632,imagenet,/localscratch/timz.64500602.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,3.0,3,0.0001,1.0,True
student_pre,0.8408,0.8387341505429585,0.0002397626870821585,0.6607045205609534,0.03899349644780159,0.8539900741282551,0.04674765093309965,0.033341922236327114,0.8745052631578948,0.8484842105263158,0.8229473684210526,0.7927578947368421,0.7574105263157894,0.7105894736842105,0.6524421052631579,0.5278105263157895,0.16806315789473683,0.003473684210526316,imagenet,/localscratch/timz.64526847.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,1.0,3,0.0001,1.0,True
duo_teacher_pre,0.8436210526315789,0.8417174915054109,0.00023132363979373554,0.6267650320892028,0.02945333905518055,0.8650613064496829,0.0419799684813232,0.029058716808396952,0.8858105263157895,0.8607789473684211,0.833978947368421,0.8045473684210527,0.7732,0.7341894736842105,0.6823157894736842,0.6007157894736842,0.37766315789473687,0.015789473684210527,imagenet,/localscratch/timz.64526847.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,1.0,3,0.0001,1.0,True
teacher_fl_pre,0.8408,0.8387341505429585,0.0002397626870821585,0.6607045205609534,0.03899349644780159,0.8539900741282551,0.04674765093309965,0.033341922236327114,0.8745052631578948,0.8484842105263158,0.8229473684210526,0.7927578947368421,0.7574105263157894,0.7105894736842105,0.6524421052631579,0.5278105263157895,0.16806315789473683,0.003473684210526316,imagenet,/localscratch/timz.64526847.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,1.0,3,0.0001,1.0,True
teacher_fs_pre,0.7830526315789473,0.7804205517341752,0.00031037136388546016,0.8988367386454894,0.03454878553748131,0.8544433649871942,0.06757801678651985,0.04212808873440807,0.7519368421052631,0.7230526315789474,0.6942315789473684,0.6623578947368421,0.6182526315789474,0.5705894736842105,0.4902105263157895,0.35886315789473683,0.10901052631578947,0.0028,imagenet,/localscratch/timz.64526847.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,1.0,3,0.0001,1.0,True
student_post,0.8401684210526316,0.837967959576094,0.00023790690376126298,0.6561890767614554,0.03373293951153755,0.8595601284429425,0.04522265366210725,0.03170716433678212,0.8771157894736842,0.8513052631578948,0.8233894736842106,0.794,0.7586947368421053,0.7171578947368421,0.6623157894736842,0.5601263157894737,0.2929052631578947,0.0010736842105263159,imagenet,/localscratch/timz.64526847.0/data/ind,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,efficientnet_b3,checkpoints/imagenet/ff/EfficientNet_B3.pth,torchvision,convnext_base,checkpoints/imagenet/ff/ConvNeXt_Base.pth,torchvision,TargetMatching,asymmetric,1.0,3,0.0001,1.0,True
